user,movie
4,5799
4,3633
4,26084
4,3546
4,1025
4,158966
4,5989
4,90769
4,296
4,105504
4,1262
4,3081
4,127052
4,79333
4,628
4,968
4,5651
4,909
4,7979
4,26195
4,53127
4,5801
4,41828
4,6023
4,26151
4,911
4,2729
4,2969
4,7184
4,2732
4,3668
4,3073
4,3604
4,3963
4,2181
4,170945
4,8033
4,293
4,8191
4,7122
4,26158
4,74342
4,26095
4,5007
4,92348
4,7708
4,1013
4,902
4,8195
4,4704
4,5493
4,7394
4,26152
4,5796
4,4896
4,7247
4,8190
4,904
4,6808
4,60365
4,176621
4,2764
4,48516
4,152077
4,26184
4,6182
4,4687
4,142020
4,8189
4,8748
4,4284
4,3076
4,179073
4,2870
4,4402
4,7051
4,133879
4,33564
4,26171
4,6578
4,5004
4,3922
4,174737
4,6604
4,175781
4,174551
4,6584
4,680
4,2747
4,8928
4,3948
4,68791
4,2949
4,2948
4,2947
4,2993
4,7757
4,3507
4,4914
4,8487
4,73854
4,3030
4,3372
4,7614
4,3654
4,4339
4,6579
4,2078
4,7560
4,4799
4,4804
4,8239
4,4399
4,8571
4,93114
4,7312
4,4434
4,674
4,5497
4,124853
4,8620
4,4709
4,1010
4,1333
4,4428
4,84523
4,46855
4,50740
4,75947
4,3653
4,155589
4,147662
4,26116
4,3627
4,7245
4,152711
4,2135
4,2180
4,2856
4,2179
4,3634
4,2983
4,74089
4,2017
4,72998
4,26122
4,7336
4,3143
4,26150
4,3808
4,8724
4,32892
4,26073
4,26131
4,2136
4,6893
4,2905
4,5638
4,86864
4,1023
4,60803
4,7569
4,261
4,134019
4,2944
4,3062
4,6609
4,133716
4,5113
4,7344
4,1963
4,4954
4,131104
4,159811
4,4403
4,2782
4,2784
4,4792
4,7564
4,3832
4,6514
4,3344
4,7882
4,7650
4,8477
4,1076
4,26176
4,1028
4,42559
4,6448
4,7114
4,2488
4,122433
4,3168
4,4282
4,1251
4,356
4,31737
4,7944
4,8772
4,3959
4,26183
4,5498
4,60074
4,6654
4,3927
4,3926
4,5398
4,5475
5,53127
5,49530
5,1219
5,106782
5,1267
5,3451
5,63992
5,3330
5,6178
5,6852
5,2160
5,5989
5,4191
5,90439
5,4708
5,4223
5,3028
5,2300
5,199
5,6245
5,1204
5,1947
5,8738
5,7714
5,3176
5,628
5,96084
5,1035
5,6732
5,4912
5,3578
5,26085
5,8796
5,3499
5,7619
5,135133
5,6016
5,32917
5,95843
5,74458
5,7067
5,38061
5,1247
5,4795
5,7936
5,39
5,1343
5,1951
5,6407
5,1948
5,903
5,2728
5,1203
5,750
5,112552
5,6639
5,4816
5,107412
5,32862
5,7085
5,7082
5,8385
5,121342
5,147196
5,4796
5,52435
5,4263
5,7361
5,3546
5,1093
5,26147
5,2857
5,121338
5,1136
5,914
5,1916
5,1923
5,296
5,3468
5,30825
5,90769
5,2863
5,54503
5,6030
5,6480
5,7888
5,2946
5,4394
5,1083
5,5799
5,4337
5,2067
5,5802
5,1025
5,170945
5,1345
5,100083
5,68791
5,26084
5,105504
5,3081
5,3461
5,127052
5,79333
5,2872
5,26151
5,66943
5,968
5,6023
5,911
5,1327
5,4754
5,6530
5,158966
5,7235
5,4896
5,8033
5,72731
5,72407
5,5105
5,111
5,51545
5,48516
5,7979
5,26195
5,79702
5,4409
5,909
5,293
5,5065
5,41828
5,5801
5,31617
5,7184
5,3668
5,3073
5,2729
5,2732
5,2969
5,36401
5,5651
5,3948
5,37720
5,69140
5,59604
5,1912
5,3604
5,3963
5,1034
5,3633
5,152077
5,2529
5,26693
5,724
5,8191
5,27473
5,144606
5,3893
5,4789
5,319
5,6724
5,31921
5,3266
5,71211
5,6705
5,75813
5,4242
5,5569
5,3551
5,8456
5,3741
5,7895
5,26283
5,26231
5,136850
5,60074
5,54910
5,71500
5,7282
5,47937
5,3830
5,904
5,8207
5,6021
5,7708
5,366
5,2181
5,74342
5,26095
5,7122
5,26158
5,1799
5,1262
5,1754
5,6666
5,134252
5,8019
5,5416
5,6193
5,41716
5,6003
5,27584
5,121469
5,5120
5,27674
5,587
5,5021
5,45
5,5007
5,2764
5,52712
5,902
5,141818
5,6581
5,6220
5,32743
5,57274
5,60030
5,66310
5,3863
5,32914
5,34143
5,44397
5,53953
5,50800
5,7449
5,50804
5,72998
5,261
5,22
5,8894
5,5666
5,32728
5,47465
5,3273
5,92348
5,74228
5,4720
5,70159
5,65882
5,27839
5,45361
5,36533
5,56339
5,27751
5,34532
5,31431
5,7982
5,6820
5,175705
5,2163
5,8196
5,2389
5,4645
5,8035
5,48394
5,1292
5,4404
5,41014
5,7107
5,26386
5,2177
5,1013
5,2586
5,1689
5,2542
5,59814
5,60522
5,4914
5,6337
5,30745
5,7007
5,145
5,20
5,1432
5,5027
5,74727
5,5628
5,2166
5,866
5,4704
5,7247
5,5088
5,92
5,8195
5,924
5,60365
5,8190
5,6920
5,5570
5,1655
5,6975
5,180263
5,7044
5,1783
5,26761
5,61240
5,50796
5,57669
5,70728
6,6016
6,90439
6,2160
6,135133
6,7361
6,3578
6,3451
6,750
6,96084
6,1035
6,3176
6,1947
6,6732
6,39
6,1247
6,3499
6,2872
6,1219
6,4708
6,2300
6,1136
6,199
6,6178
6,100083
6,1343
6,4816
6,4223
6,63992
6,112552
6,3028
6,7714
6,54503
6,1916
6,1203
6,74458
6,90769
6,3081
6,30825
6,1267
6,3330
6,79702
6,1204
6,1923
6,106782
6,4191
6,4795
6,6245
6,8738
6,53127
6,903
6,49530
6,296
6,8796
6,1948
6,2728
6,293
6,105504
6,7936
6,26085
6,6852
6,4896
6,7619
6,4912
6,628
6,158966
6,32917
6,95843
6,121338
6,5989
6,170945
6,6407
6,2857
6,7067
6,121342
6,8385
6,7082
6,7085
6,32862
6,147196
6,107412
6,4796
6,1951
6,914
6,2863
6,68791
6,52435
6,1093
6,72998
6,26147
6,6639
6,3948
6,4263
6,7888
6,4394
6,6480
6,6030
6,1083
6,2946
6,2529
6,5802
6,1025
6,31617
6,3468
6,3461
6,5799
6,2067
6,4337
6,26084
6,46972
6,3633
6,60516
6,7614
6,152077
6,3546
6,36509
6,52287
6,40339
6,69644
6,968
6,60471
6,7369
6,8972
6,7979
6,26195
6,127052
6,79333
6,5651
6,1262
6,6564
6,5801
6,41828
6,26151
6,72601
6,909
6,4247
6,8361
6,58025
6,48774
6,27618
6,31804
6,3963
6,3604
6,54771
6,43932
6,52462
6,42015
6,6023
6,4638
6,4756
6,43917
6,27708
6,3668
6,2969
6,2732
6,2729
6,3073
6,7184
6,57951
6,33679
6,70336
6,8644
6,34334
6,34048
6,61248
6,61350
6,5264
6,60161
6,911
6,27728
6,8961
6,72701
6,128944
6,63859
6,8191
6,3745
6,148775
6,157865
6,4975
6,7345
6,34332
6,39400
6,33154
6,904
6,71494
6,74342
6,7122
6,26158
6,26095
6,5007
6,4270
6,57504
6,4956
6,58047
6,62999
6,67197
6,8588
6,63033
6,6902
6,2181
6,6934
6,52722
6,6365
6,117646
6,4142
6,5479
6,27865
6,34397
6,72165
6,8033
6,130518
6,47404
6,25962
6,4146
6,108540
6,55116
6,60684
6,7708
6,8830
6,132046
6,68959
6,69844
6,8450
6,8360
6,92348
6,8810
6,5219
6,95796
6,8861
6,31424
6,55232
6,71999
6,4232
6,77364
6,7360
6,136859
6,57368
6,60289
6,6297
6,53161
6,27420
6,940
6,8167
6,6377
6,924
6,53140
6,3623
6,45186
6,5872
6,63113
6,49272
6,48678
6,46965
6,85261
6,1264
6,5349
6,2054
6,67361
6,5026
6,5418
6,5523
6,3827
6,59615
6,69278
6,125914
6,1013
6,6283
6,5127
6,32031
6,4800
6,51545
6,380
6,61160
6,69746
6,5064
6,108932
6,60074
6,7247
6,62956
6,5673
6,546
6,166635
6,182731
6,5419
6,4704
6,902
6,64957
6,45442
6,91500
6,4306
6,72308
6,4643
6,26614
6,73488
6,56336
6,80162
6,63826
6,6615
6,33834
6,50147
6,47952
7,6016
7,7361
7,91500
7,117529
7,187031
7,3578
7,90439
7,127323
7,120799
7,1136
7,2160
7,135133
7,3451
7,750
7,8361
7,58025
7,48774
7,27618
7,39
7,3176
7,86190
7,96084
7,1219
7,1343
7,4816
7,27032
7,4638
7,88140
7,87232
7,3499
7,77364
7,1916
7,2300
7,135518
7,1035
7,100083
7,2872
7,140711
7,3028
7,6732
7,54503
7,114935
7,183635
7,79702
7,4223
7,30825
7,61248
7,61350
7,70336
7,5264
7,8644
7,34048
7,34334
7,74685
7,6178
7,85414
7,112552
7,1247
7,77561
7,101076
7,5349
7,1203
7,780
7,164226
7,1947
7,36509
7,1923
7,1267
7,7714
7,74458
7,199
7,4708
7,49530
7,292
7,1204
7,63992
7,132046
7,1356
7,2916
7,1591
7,849
7,106782
7,60471
7,1544
7,480
7,648
7,89087
7,52722
7,6365
7,6934
7,4795
7,191005
7,122904
7,62383
7,79057
7,75985
7,95875
7,122920
7,100579
7,130490
7,92420
7,149902
7,93563
7,88699
7,8972
7,173145
7,171765
7,3330
7,136800
7,112370
7,186587
7,167370
7,111362
7,169982
7,141544
7,113345
7,135569
7,142509
7,122892
7,130842
7,122906
7,122900
7,122898
7,173291
7,135567
7,4191
7,90769
7,71999
7,2728
7,3638
7,88744
7,296
7,128944
7,91535
7,67197
7,109578
7,105653
7,6245
7,155358
7,189333
7,79695
7,111781
7,105504
7,187595
7,104243
7,102125
7,94018
7,85056
7,90524
7,8796
7,1948
7,3081
7,54771
7,1527
7,6395
7,60684
7,73268
7,8738
7,116823
7,148172
7,293
7,56921
7,5046
7,72378
7,5944
7,6264
7,58297
7,2571
7,10
7,990
7,434
7,95
7,1499
7,1552
7,3082
7,1722
7,547
7,494
7,1370
7,26614
7,4270
7,27865
7,4142
7,34397
7,5479
7,903
7,3032
7,92681
7,91630
7,6852
7,26764
7,49272
7,45186
7,63113
7,5872
7,3623
7,182715
7,6645
7,122918
7,1726
7,7619
7,103228
7,102880
7,95510
7,102445
7,110102
7,101864
7,106487
7,93363
7,106002
7,798
7,136859
7,8118
7,111364
7,57368
7,546
7,7936
7,41569
7,548
7,27683
7,140956
7,172
7,6574
7,379
7,66
7,76
7,3697
7,692
7,1882
7,748
7,160
7,53127
7,169984
7,91660
7,86835
7,95165
7,45499
7,72308
7,4643
7,108188
7,103339
7,87520
7,2835
7,1429
7,43932
7,3204
7,93805
7,87192
7,135137
7,103341
7,69278
7,59615
7,5523
7,3827
7,92198
7,146730
7,85020
7,97470
7,81782
7,149612
7,100737
7,132796
7,122490
7,160730
7,316
7,26085
7,1374
7,1129
7,1127
7,3703
7,121338
7,2600
7,198
7,112852
7,68319
7,67361
7,5026
7,5418
7,6534
7,188301
7,31804
7,1608
7,158966
7,6407
7,96737
7,164881
7,189547
7,111360
7,2524
7,122922
7,2429
7,80363
7,6902
7,117646
7,161918
7,122882
7,122916
7,71254
7,51412
7,8371
8,6016
8,53127
8,3081
8,105504
8,90439
8,2160
8,3499
8,170945
8,3451
8,135133
8,3578
8,3176
8,106782
8,63992
8,1219
8,1343
8,74458
8,1267
8,2872
8,7361
8,4708
8,49530
8,4223
8,112552
8,1203
8,96084
8,1947
8,6178
8,199
8,750
8,1035
8,39
8,903
8,2300
8,1247
8,3330
8,6732
8,628
8,3028
8,7714
8,1204
8,90769
8,1916
8,1136
8,100083
8,4816
8,5989
8,6852
8,4191
8,30825
8,1923
8,6245
8,296
8,152077
8,8738
8,54503
8,4795
8,158966
8,7936
8,8796
8,7619
8,26085
8,2728
8,4912
8,79702
8,1948
8,95843
8,32917
8,293
8,1951
8,7067
8,6407
8,2857
8,4896
8,3546
8,68791
8,6639
8,121338
8,52435
8,914
8,1093
8,7082
8,121342
8,4796
8,147196
8,8385
8,107412
8,32862
8,7085
8,4263
8,2863
8,26147
8,3461
8,3948
8,48516
8,3468
8,6030
8,2946
8,6480
8,7888
8,4394
8,1083
8,5799
8,4337
8,2067
8,5802
8,1025
8,2529
8,261
8,26084
8,968
8,31617
8,176419
8,26151
8,127052
8,79333
8,2793
8,51545
8,86295
8,38061
8,3633
8,904
8,40732
8,72998
8,27317
8,53468
8,6023
8,911
8,26195
8,7979
8,55116
8,117646
8,46972
8,799
8,2315
8,183
8,1993
8,27584
8,121469
8,1262
8,54910
8,71500
8,7282
8,3830
8,47937
8,72165
8,60074
8,5651
8,909
8,4409
8,5801
8,41828
8,8033
8,3668
8,2969
8,7184
8,2732
8,3073
8,2729
8,36401
8,2617
8,149830
8,8019
8,70
8,3604
8,3963
8,1407
8,366
8,8191
8,107997
8,5433
8,46965
8,48678
8,7614
8,7235
8,380
8,2181
8,5065
8,72407
8,26693
8,60522
8,77364
8,382
8,118270
8,82366
8,139157
8,113252
8,7122
8,26158
8,26095
8,74342
8,53953
8,34143
8,57274
8,66310
8,60030
8,7449
8,32743
8,32914
8,6220
8,3863
8,50800
8,44397
8,50804
8,51709
8,6820
8,5007
8,74228
8,31431
8,36533
8,27839
8,27751
8,34532
8,70159
8,45361
8,7982
8,4720
8,56339
8,65882
8,130050
8,2483
8,155288
8,7708
8,1845
8,90522
8,165343
8,93840
8,31367
8,45447
8,6902
8,2764
8,92348
8,4270
8,902
8,4956
8,1717
8,587
8,8972
8,31921
8,27473
8,81132
8,91542
8,3273
8,4725
8,1429
8,2835
8,71205
8,66943
8,319
8,7713
8,6290
8,1013
8,496
8,8195
8,69757
8,7247
8,4704
8,80906
8,8830
8,7360
8,1799
8,60365
8,45
8,6564
8,125914
8,69275
8,57669
8,3893
8,144606
8,26887
8,924
8,8190
8,61323
8,4914
8,112421
8,1269
8,4658
8,7930
8,2338
8,1644
8,2841
8,1912
8,27773
8,3113
8,459
8,73268
8,161830
8,166534
8,185029
8,75395
8,176579
8,92422
8,133782
8,724
8,7394
8,5796
8,5493
8,26152
8,56367
8,27674
9,3451
9,1947
9,6178
9,4708
9,90439
9,199
9,96084
9,1035
9,2160
9,3330
9,7714
9,6732
9,4223
9,4191
9,1247
9,3176
9,2300
9,39
9,7361
9,3028
9,6245
9,1204
9,750
9,8738
9,1916
9,4795
9,63992
9,1219
9,54503
9,3578
9,135133
9,1267
9,4816
9,1136
9,106782
9,2872
9,1923
9,3499
9,112552
9,100083
9,26085
9,8796
9,30825
9,6016
9,1948
9,1343
9,4912
9,74458
9,7936
9,7619
9,2728
9,6407
9,121338
9,32917
9,95843
9,1203
9,7067
9,49530
9,914
9,903
9,4796
9,7085
9,147196
9,7082
9,8385
9,107412
9,32862
9,121342
9,2857
9,26147
9,79702
9,90769
9,6852
9,1093
9,53127
9,52435
9,1951
9,2863
9,5989
9,6639
9,4263
9,5799
9,2067
9,4337
9,3081
9,296
9,6480
9,2946
9,1083
9,4394
9,6030
9,7888
9,5802
9,3468
9,158966
9,26084
9,293
9,628
9,105504
9,1025
9,3461
9,31617
9,909
9,3948
9,3546
9,68791
9,79333
9,127052
9,5651
9,170945
9,6023
9,3633
9,5801
9,41828
9,3073
9,2969
9,2732
9,2729
9,3668
9,7184
9,968
9,2248
9,2529
9,7614
9,26151
9,911
9,1262
9,26095
9,7122
9,74342
9,26158
9,26195
9,7979
9,72998
9,8191
9,3963
9,3604
9,8033
9,2181
9,92348
9,5007
9,4896
9,7708
9,902
9,1013
9,8195
9,8190
9,7247
9,4704
9,152077
9,56367
9,176621
9,60365
9,48516
9,3536
9,2764
9,838
9,2804
9,6182
9,26171
9,8748
9,3076
9,2870
9,33564
9,5004
9,3922
9,179073
9,175781
9,8189
9,174551
9,142020
9,6578
9,6604
9,4687
9,174737
9,4284
9,133879
9,7051
9,4402
9,2078
9,4914
9,2054
9,680
9,2747
9,8928
9,3507
9,73854
9,5796
9,26152
9,7394
9,5493
9,8571
9,93114
9,7312
9,8239
9,4399
9,4804
9,8487
9,4428
9,6579
9,2243
9,2145
9,3210
9,1010
9,8620
9,904
9,6584
9,7560
9,674
9,5497
9,4709
9,356
9,6808
9,60756
9,7055
9,1066
9,7053
9,945
9,7050
9,7049
9,8477
9,4489
9,3
9,155589
9,26131
9,124853
9,32892
9,7336
9,8724
9,26150
9,26073
9,3143
9,3808
9,2135
9,26122
9,74089
9,2017
9,2136
9,1028
9,7757
9,7245
9,3627
9,26116
9,1333
9,924
9,3994
9,60803
9,1023
9,2856
9,2180
9,2179
9,3634
9,2983
9,159811
9,26184
9,86864
9,3372
9,134019
9,69757
9,4339
9,3654
9,3653
9,75947
9,50740
9,3030
9,6609
9,84523
9,4621
9,6201
9,2993
9,2948
9,2949
9,2947
9,36363
9,60904
9,4526
9,4434
9,60069
9,4131
9,68848
9,131104
9,4954
9,133716
9,7344
9,5113
9,1963
9,5673
9,8183
9,1076
9,1251
9,4282
9,3832
9,3344
9,4403
9,2782
9,7564
9,2784
9,7650
9,6514
9,4792
10,1247
10,750
10,7361
10,39
10,6732
10,1035
10,96084
10,1136
10,1947
10,90439
10,1916
10,3451
10,2160
10,199
10,6178
10,2300
10,7714
10,1923
10,4708
10,79702
10,3176
10,135133
10,3028
10,4816
10,3330
10,6245
10,3578
10,54503
10,4191
10,4223
10,4795
10,100083
10,8738
10,63992
10,6395
10,1219
10,1204
10,6016
10,30825
10,1267
10,3499
10,1343
10,112552
10,106782
10,74458
10,2728
10,1948
10,1203
10,49530
10,296
10,8796
10,3032
10,26085
10,4912
10,95843
10,32917
10,2872
10,903
10,6407
10,121338
10,7067
10,7619
10,7936
10,5522
10,6645
10,53127
10,914
10,5989
10,72998
10,107412
10,32862
10,7085
10,4796
10,7082
10,147196
10,121342
10,8385
10,3081
10,6852
10,293
10,90769
10,2857
10,26147
10,52435
10,68791
10,2863
10,8894
10,628
10,54771
10,1093
10,31617
10,1951
10,260
10,7614
10,1083
10,2946
10,7888
10,6030
10,6480
10,4394
10,4263
10,2529
10,6639
10,5802
10,26084
10,3638
10,6184
10,5410
10,2530
10,7991
10,2533
10,2532
10,2531
10,158966
10,5046
10,72378
10,56921
10,58297
10,5944
10,6264
10,2067
10,5799
10,4337
10,27618
10,48774
10,8361
10,58025
10,1025
10,8500
10,5543
10,3468
10,1235
10,3633
10,2640
10,2535
10,2521
10,68597
10,2528
10,104017
10,3702
10,3948
10,74685
10,1244
10,105504
10,2009
10,3461
